"list_name","name","label::Malagasy (mg)","label::French (fr)","label::English (en)"
"ren_energy","0","0 - Ny angovo rehetra ampiasaina amin'ny famokarana fambolena dia avy amin'ny loharano tsy azo havaozina (solika, jiro, sns.). Tsy misy angovo azo havaozina ampiasaina na vokarina. Toute l'énergie utilisée pour la production agricole provient de ressources non renouvelables (carburant, électricité, etc.). ","0 - Toute l'énergie utilisée pour la production agricole provient de ressources non renouvelables (carburant, électricité, etc.). Aucune énergie renouvelable n'st utilisée ni produite.","0 - All the energy for agricultural production comes from non-renewable resources (fuel, electricity, etc.). No renewable energy is used nor produced."
"ren_energy","0.5","0.5","0.5","0.5"
"ren_energy","1","1 - Ny ankamaroan'ny angovo ampiasaina amin'ny famokarana fambolena dia avy amin'ny loharanon-karena tsy azo havaozina, ary ny ampahany kely dia avy amin'ny angovo azo havaozina.","1 - La majorité de l'énergie utilisée pour la production agricole provient de ressources non renouvelables, avec une petite partie provenant de sources d'énergie renouvelable.","1 - Majority of the energy for agricultural production comes from non-renewable resources, with a small portion of renewable energy being used or produced."
"ren_energy","1.5","1.5","1.5","1.5"
"ren_energy","2","2 - Ny ampahany lehibe amin'ny angovo ampiasaina amin'ny famokarana fambolena dia avy amin'ny loharanon-karena tsy azo havaozina, saingy mitombo ny fiankinan-doha amin'ny angovo azo havaozina. Ny angovo azo havaozina sasany dia vokarina ho an'ny tenany na azo avy amin'ny loharano ivelany mba hamaliana ny filana angovo.","2 - Une partie importante de l'énergie utilisée pour la production agricole provient de ressources non renouvelables, mais il y a une dépendance croissante aux sources d'énergie renouvelable. Certaines énergies renouvelables sont auto-produites ou obtenues de sources externes pour répondre aux besoins énergétiques.","2 - A significant portion of the energy used for agricultural production comes from non-renewable resources, but there is an increasing reliance on renewable energy sources. OR No renewable energy is used nor produced, and the levels of non-renewable energy use are negligible."
"ren_energy","2.5","2.5","2.5","2.5"
"ren_energy","3","3 - Ny angovo azo havaozina dia ampidirina mavitrika ao anatin'ny rafi-pamokarana ara-pambolena (fanondrahana gravité, panneaux solaires, biogaz, asa olombelona sy biby, sns), ka mampihena ny fiankinan-doha amin'ny harena tsy azo havaozina. Ny ampahany betsaka amin'ny angovo ampiasaina dia avy amin'ny loharano azo havaozina, ary misy ny ezaka atao amin'ny fikarohana sy ny fampidirana ireo loharanom-angovo azo havaozina bebe kokoa ao anatin'ilay rafitra.","3 - Les sources d'énergie renouvelable sont activement intégrées dans le système de production agricole (irrigation par gravité, panneaux solaires, biogaz, travail humain et animal, etc.), réduisant ainsi la dépendance aux ressources non renouvelables. Une part substantielle de l'énergie utilisée provient de sources renouvelables, et des efforts sont déployés pour explorer et intégrer davantage de sources d'énergie renouvelable dans le système.","3 - Renewable energy sources are being actively integrated into the agricultural production system (gravity irrigation, solar panel, biogas, animal and human workforce, etc.), reducing the dependence on non-renewable resources. A substantial portion of the energy used is from renewable sources, and efforts are being made to explore and incorporate renewable energy sources into the system."
"ren_energy","3.5","3.5","3.5","3.5"
"ren_energy","4","4 - Ny angovo rehetra ampiasaina dia azo havaozina sy/na vokarin'ny tena. Ny trano dia tsy miankina amin'ny lafiny famatsiana angovo, miaraka amin'ny antoka ny fisian'ny fotoana rehetra. ny fampiasana solika fôsily dia tsinontsinona.","4 - Toute l'énergie utilisée est renouvelable et/ou auto-produite. Le foyer est autonome en matière d'approvisionnement en énergie, avec une garantie de disponibilité en tout temps. l'utilisation de combustibles fossiles est négligeable.","4 - All of the energy used is renewable and/or self-produced. Household is self-sufficient for energy supply, which is guaranteed at every time. Use of fossil fuel is negligible."
"ext_inp","0","0 - Vidiana eny an-tsena ny entana rehetra, na tsy afaka miditra amin'ny fitaovana ilaina amin'ny asa mamokatra ny mpamokatra.","0 - Tous les intrants sont achetés sur le marché, ou les producteurs ne peuvent pas accéder aux intrants nécessaires à leurs activités productives.","0 - All inputs are purchased from the market, or producers cannot access the inputs needed for their productive activities."
"ext_inp","0.5","0.5","0.5","0.5"
"ext_inp","1","1 - Vidiana eny an-tsena ny ankamaroan'ny akora, na mety ho voafetra ihany ny fahafahan'ny mpamokatra amin'ny fitaovana ampy ho an'ny asa famokarana.","1 - La majorité des intrants est achetée sur le marché, ou les producteurs peuvent avoir un accès très limité à suffisamment d'intrants pour leurs activités productives.","1 - The majority of the inputs is purchased from the market, or producers may have very limited access to enough inputs for their productive activities."
"ext_inp","1.5","1.5","1.5","1.5"
"ext_inp","2","2 - Ny fitaovana sasany dia vokarina ao amin'ny toeram-pambolena/agroecosystem na mifanakalo amin'ny mpikambana hafa ao amin'ny fiaraha-monina, mamela ny mpamokatra ho voafetra ny fidirana amin'ny fitaovana ampy ho an'ny asa famokarana.","2 - Certains intrants sont produits sur l'exploitation/agroécosystème ou échangés avec d'autres membres de la communauté, permettant aux producteurs d'avoir un accès limité à suffisamment d'intrants pour leurs activités productives.","2 - Some inputs are produced on farm/within the agroecosystem or exchanged with other members of the community, allowing producers to have limited access to enough inputs for their productive activities."
"ext_inp","2.5","2.5","2.5","2.5"
"ext_inp","3","3 - Ny ankamaroan'ny akora dia vokarina ao amin'ny toeram-pambolena/agroecosystem na mifanakalo amin'ny mpikambana hafa ao amin'ny vondrom-piarahamonina, izay ahafahan'ny mpamokatra manana fidirana ampy amin'ny fitaovana ampy ho an'ny asa famokarana.","3 - La majorité des intrants est produite sur l'exploitation/agroécosystème ou échangée avec d'autres membres de la communauté, ce qui permet aux producteurs d'avoir un accès suffisant à suffisamment d'intrants pour leurs activités productives.","3 - The majority of the inputs is produced on farm/within the agroecosystem or exchanged with other members of the community, enabling producers to have sufficient access to enough inputs for their productive activities."
"ext_inp","3.5","3.5","3.5","3.5"
"ext_inp","4","4 - Ny vokatra rehetra dia vokarina ao amin'ny toeram-pambolena/agroecosystem na mifanakalo amin'ny mpikambana hafa ao amin'ny vondrom-piarahamonina, manome antoka fa ny mpamokatra dia mahazo fidirana feno amin'ny fitaovana ampy ho an'ny asa famokarana.","4 - Tous les intrants sont produits sur l'exploitation/agroécosystème ou échangés avec d'autres membres de la communauté, garantissant aux producteurs un accès complet à suffisamment d'intrants pour leurs activités productives.","4 - All inputs are produced on farm/within the agroecosystem or exchanged with other members of the community, ensuring that producers have full access to enough inputs for their productive activities."
"soil_fert","0","0 - Ny zezika synthetic dia ampiasaina tsy tapaka amin'ny voly sy/na kijana rehetra (na tsy misy zezika ampiasaina noho ny tsy fahampian'ny fidirana, ary tsy misy rafitra fitantanana hafa ampiasaina).","0 - Des engrais synthétiques sont utilisés régulièrement sur toutes les cultures et/ou pâturages (ou aucun engrais n'st utilisé faute d'accès, et aucun autre système de gestion n'st utilisé).","0 - Synthetic fertilisers are used regularly on all crops and/or grasslands (or no fertilizers are used for lack of access, and no other management system is used)."
"soil_fert","0.5","0.5","0.5","0.5"
"soil_fert","1","1 - Ny zezika sintetika dia ampiasaina tsy tapaka amin'ny ankamaroan'ny voly ary ny fanao organika sasany (toy ny zezika na compost) dia ampiharina amin'ny voly sy/na ahitra sasany.","1 - Des engrais synthétiques sont utilisés régulièrement sur la plupart des cultures et certaines pratiques biologiques (comme le fumier ou le compost) sont appliquées sur certaines cultures et/ou prairies.","1 - Synthetic fertilizers are used regularly on most crops and some organic practices (e.g. manure or compost) are applied to some crops and/or grasslands."
"soil_fert","1.5","1.5","1.5","1.5"
"soil_fert","2","2 - Ny zezika sintetika dia tsy ampiasaina afa-tsy amin'ny voly manokana vitsivitsy. Ny fanao organika dia ampiharina amin'ny voly hafa sy/na ahitra.","2 - Des engrais synthétiques sont utilisés uniquement sur quelques cultures spécifiques. Des pratiques biologiques sont appliquées sur les autres cultures et/ou prairies.","2 - Synthetic fertilisers are used on a few specific crops only. Organic practices are applied to the other crops and/or grasslands."
"soil_fert","2.5","2.5","2.5","2.5"
"soil_fert","3","3 - ny fampiasana zezika synthetic dia afaka lazaina hoe kely. Fomba fanao isan-karazany no mahazatra.","3 - l'utilisation d'engrais synthétiques est négligeable. Une variété de pratiques biologiques sont la norme.","3 - Use of synthetic fertilisers is negligible. A variety of organic practices are the norm."
"soil_fert","3.5","3.5","3.5","3.5"
"soil_fert","4","4 - Tsy misy zezika synthetic ampiasaina. Ny fahavokarana ny tany sy ny fahasalaman'ny tany dia tantanina amin'ny alalan'ny fomba fanao organika sy dingana biolojika isan-karazany.","4 - Aucun engrais synthétique n'st utilisé. La fertilité du sol et la santé du sol sont gérées uniquement grâce à une variété de pratiques biologiques et de processus biologiques.","4 - No synthetic fertilisers are used. Soil fertility and soil health are managed only through a variety of organic practices and biological processes."
"pest_dis","0","0 - Ampiasaina tsy tapaka ny fanafody famonoana bibikely sy fanafody simika mba hifehezana ny bibikely sy ny aretina. Tsy misy fitantanana hafa ampiasaina.","0 - Les pesticides chimiques et les médicaments sont utilisés régulièrement pour la lutte contre les ravageurs et les maladies. Aucune autre gestion n'st utilisée.","0 - Chemical pesticides and drugs are used regularly for pest and disease management. No other management is used."
"pest_dis","0.5","0.5","0.5","0.5"
"pest_dis","1","1 - Ny fanafody simika sy ny fanafody dia ampiasaina amin'ny voly/biby manokana ihany. Ny akora biôlôjika sy ny fanao organika sasany dia ampiharina tsindraindray.","1 - Les pesticides et médicaments chimiques sont utilisés pour une culture/un animal spécifique uniquement. Certaines substances biologiques et pratiques organiques sont appliquées sporadiquement.","1 - Chemical pesticides and drugs are used for a specific crop/animal only. Some biological substances and organic practices are applied sporadically."
"pest_dis","1.5","1.5","1.5","1.5"
"pest_dis","2","2 - Ny bibikely sy ny aretina dia asorina amin'ny fomba organika, fa ny pestiside simika dia ampiasaina amin'ny tranga manokana sy voafetra ihany.","2 - Les nuisibles, ravageurs et maladies sont gérés par des pratiques biologiques, mais les pesticides chimiques sont utilisés seulement dans des cas spécifiques et très limités.","2 - Pests and diseases are managed through organic practices but chemical pesticides are used only in specific and very limited cases."
"pest_dis","2.5","2.5","2.5","2.5"
"pest_dis","3","3 - Tsy misy pestiside na fanafody simika ampiasaina. Ny akora organika no mahazatra.","3 - Aucun pesticide ni médicament chimique n'st utilisé. Les substances biologiques sont la norme.","3 - No chemical pesticides and drugs are used. Biological substances are the norm."
"pest_dis","3.5","3.5","3.5","3.5"
"pest_dis","4","4 - Tsy mampiasa pesticide na fanafody simika. Les ravageurs et les maladies sont gérés par une variété de substances biologiques et de mesures de prévention.","4 - Aucun pesticide ni médicament chimique n'st utilisé. Les ravageurs et les maladies sont gérés par une variété de substances biologiques et de mesures de prévention.","4 - No chemical pesticides and drugs are used. Pests and diseases are managed through a variety of biological substances and prevention measures."
"vuln","0","0 - Tsy misy fidirana amin'ny trosa, tsy misy fiantohana, tsy misy mekanika fanohanana fiaraha-monina. Pas d'accès au crédit, pas d'assurance, pas de mécanismes de soutien communa","0 - Pas d'accès au crédit, pas d'assurance, pas de mécanismes de soutien communautaire.","0 - No access to credit or difficulty accessing, no insurance, no community support mechanisms."
"vuln","0.5","0.5","0.5","0.5"
"vuln","1","1 - Tsy dia manohana loatra ny fiaraha-monina ary voafetra ny fahafahany manampy aorian'ny fahatairana. Ary/na ny fidirana amin'ny trosa sy fiantohana dia voafetra. La communauté n'st pas très supportive et sa capacité à aider après les chocs est très limitée. Et / ou l'accès au crédit et à l'assurance est limité.","1 - La communauté n'st pas très supportive et sa capacité à aider après les chocs est très limitée. Et / ou l'accès au crédit et à l'assurance est limité.","1 - Community is not very supportive and its capacity to help aftershocks is very limited. Customary arrangements that may act as a social safety net are absent. And/or access to credit and insurance is limited."
"vuln","1.5","1.5","1.5","1.5"
"vuln","2","2 - Miray hina ny fiaraha-monina saingy voafetra ihany ny fahafahany manampy rehefa misy tohina. Ary/na ny fidirana amin'ny crédit dia misy saingy sarotra ny mahazo amin'ny fampiharana. tsy fahita firy ny fiantohana ary tsy manome fandrakofana feno amin'ny risika.","2 - La communauté est solidaire mais sa capacité à aider après les chocs est limitée. Et / ou l'accès au crédit est disponible mais difficile à obtenir en pratique. l'assurance est rare et ne permet pas une couverture complète contre les risques.","2 - Community is supportive but its capacity to help aftershocks is limited. Customary social safety net arrangements not in place. And/or access to credit is available but hard to obtain in practice. Insurance is rare or difficult to obtain in practice and does not allow for complete coverage from risks."
"vuln","2.5","2.5","2.5","2.5"
"vuln","3","3 - Tena manohana ny lehilahy sy ny vehivavy ny vondrom-piarahamonina, saingy voafetra ny fahafahany manampy rehefa misy tohina. Ary/na ny fidirana amin'ny crédit dia misy ary ny fiantohana dia miantoka ny vokatra/risika manokana.","3 - La communauté est très solidaire aux hommes et aux femmes, mais sa capacité à aider après les chocs est limitée. Et / ou l'accès au crédit est disponible et l'assurance ne couvre que des produits / risques spécifiques.","3 - Community is very supportive for both men and women but its capacity to help after shocks is limited. Customary social safety net arrangements existing but not consistently functioning. And/or access to credit is available and insurance covers only specific products/risks ."
"vuln","3.5","3.5","3.5","3.5"
"vuln","4","4 - Manohana mafy ny lehilahy sy ny vehivavy ny vondrom-piarahamonina ary afaka manome fanampiana lehibe aorian'ny fahatairana. Ary/na ny fidirana amin'ny trosa dia saika rafitra ary ny fiantohana dia mandrakotra ny ankamaroan'ny famokarana.","4 - La communauté soutient fortement les hommes et les femmes et peut apporter une aide significative après les chocs. Et / ou l'accès au crédit est quasi systématique et l'assurance couvre l'essentiel de la production.","4 - Community is highly supportive for both men and women and can significantly help after shocks. Customary social safety net consistently functional. And/or access to credit is almost systematic and insurance covers most of production."
"indebt","0","0 - ny tontolo iainana eo an-toerana dia tena mora tohina amin'ny fikorontanan'ny toetr'andro ary tsy dia manana fahafaha-manao firy amin'ny fiovaovan'ny toetr'andro ny rafitra. L'environnement local est très sujet aux chocs climatiques et le système a peu de capacité d'adaptation au changement climatique","0 - l'environnement local est très sujet aux chocs climatiques et le système a peu de capacité d'adaptation au changement climatique","0 - Local environment is highly prone to climatic shocks and the system has little capacity to adapt to climate change"
"indebt","0.5","0.5","0.5","0.5"
"indebt","1","1 - ny tontolo iainana eo an-toerana dia mijaly noho ny fikorontanan'ny toetr'andro ary ny rafitra dia tsy dia afaka mampifanaraka ny fiovaovan'ny toetr'andro.  l'environnement local souffre des chocs climatiques et le système a peu de capacité d'adaptation au changement climatique","1 - l'environnement local souffre des chocs climatiques et le système a peu de capacité d'adaptation au changement climatique","1 - Local environment  suffers from climatic shocks and the system has little capacity to adapt to climate change"
"indebt","1.5","1.5","1.5","1.5"
"indebt","2","2 - Ny tontolo iainana eo an-toerana dia mety hiharan'ny fikorontanan'ny toetr'andro saingy ny rafitra dia manana fahaiza-manao tsara amin'ny fiovaovan'ny toetr'andro","2 - l'environnement local peut souffrir de chocs climatiques mais le système a une bonne capacité d'adaptation au changement climatique","2 - Local environment can suffer from climatic shocks but the system has a good capacity to adapt to climate change"
"indebt","2.5","2.5","2.5","2.5"
"indebt","3","3 - Ny tontolo iainana eo an-toerana dia mety hiharan'ny fikorontanan'ny toetr'andro fa ny rafitra dia manana fahaiza-manao matanjaka amin'ny fiovaovan'ny toetr'andro","3 - l'environnement local peut souffrir des chocs climatiques mais le système a une forte capacité d'adaptation au changement climatique","3 - Local environment can suffer from climatic shocks but the system has a strong capacity to adapt to climate change"
"indebt","3.5","3.5","3.5","3.5"
"indebt","4","4 - Ny tontolo iainana eo an-toerana dia manana fototra fototra voajanahary voajanahary, tsy fahita firy ny fahatafintohinana amin'ny toetr'andro ary manana fahaiza-manao matanjaka amin'ny fiovaovan'ny toetr'andro ny rafitra","4 - l'environnement local a une forte base de capital naturel, les chocs climatiques sont rares et le système a une forte capacité d'adaptation au changement climatique","4 - Local environment has a strong natural capital base, climatic shocks are rare and the system has a strong capacity to adapt to climate change"
"diet","0","0 - Ny sakafo dia tsy ampy amin'ny fomba ara-dalàna ny filàna ara-tsakafo ary tsy dia fantatra loatra ny fomba fanao ara-tsakafo tsara. l'alimentation est systématiquement insuffisante pour répondre aux besoins nutritionnels et les bonnes pratiques nutritionnelles sont peu connues.","0 - l'alimentation est systématiquement insuffisante pour répondre aux besoins nutritionnels et les bonnes pratiques nutritionnelles sont peu connues.","0 - Diet does not meet nutritional needs and there is a lack of awareness of good nutritional practices."
"diet","0.5","0.5","0.5","0.5"
"diet","1","1 - ny sakafo dia tsy ampy tsindraindray mba hanomezana sakafo ara-tsakafo sy/na ny sakafo dia mifototra amin'ny vondron-tsakafo voafetra. Ny tsy fahampian'ny fahatsiarovan-tena amin'ny fomba fanao ara-tsakafo tsara. 'alimentation est périodiquement insuffisante pour répondre aux besoins nutritionnels et /ou le régime alimentaire est basé sur un nombre limité de groupes alimentaires. Manque de sensibilisation aux bonnes pratiques nutritionnelles.","1 - l'alimentation est périodiquement insuffisante pour répondre aux besoins nutritionnels et /ou le régime alimentaire est basé sur un nombre limité de groupes alimentaires. Manque de sensibilisation aux bonnes pratiques nutritionnelles.","1 - Periodic insufficiencies for diet to meet nutritional needs and/or diet is based on a limited number of food groups. Lack of awareness of good nutritional practices."
"diet","1.5","1.5","1.5","1.5"
"diet","2","2 - Fiarovana ara-tsakafo amin'ny ankapobeny rehefa mandeha ny fotoana, saingy tsy ampy ny fahasamihafan'ny vondron-tsakafo. Ny fomba fanao ara-tsakafo tsara dia fantatra fa tsy ampiharina foana.","2 - Sécurité alimentaire globale au fil du temps, mais diversité insuffisante des groupes alimentaires. De bonnes pratiques nutritionnelles sont connues mais pas toujours appliquées.","2 - Overall food security over time, but insufficient diversity in food groups. Good nutritional practices are known but not always enforced."
"diet","2.5","2.5","2.5","2.5"
"diet","3","3 - Ny sakafo dia ampy sy isan-karazany. Ny fomba fanao ara-tsakafo tsara dia fantatra fa tsy ampiharina foana.","3 - La nourriture est suffisante et variée. De bonnes pratiques nutritionnelles sont connues mais pas toujours appliquées.","3 - Food is sufficient and diverse. Good nutritional practices are known but not always enforced."
"diet","3.5","3.5","3.5","3.5"
"diet","4","4 - Sakafo ara-pahasalamana, mahavelona ary isan-karazany. Ny fomba fanao ara-tsakafo tsara dia fantatra sy ampiharina.","4 - Alimentation saine, nutritive et diversifiée. Les bonnes pratiques nutritionnelles sont bien connues et appliquées.","4 - Healthy, nutritious, diversified diet. Good nutritional practices are well known and enforced."
"food-self-suff","0","0 - Tsy misy vokatra avy ao amin'ny toeram-pamokarana hanin'ny tokantrano. Vidiny any ivelany avokoa ny sakafo rehetra. Aucun élément agricole produit sur la ferme n'est consommé par le ménage. Toute la nourriture consommée est achetée à l'extérieur.","0 - Aucun élément agricole produit sur la ferme n'est consommé par le ménage. Toute la nourriture consommée est achetée à l'extérieur.","0 - No agricultural items produced on the farm are consumed by the household. All the food consumed is purchased from outside."
"food-self-suff","0.5","0.5","0.5","0.5"
"food-self-suff","1","1 - Ny ampahany kely amin'ny sakafo lanin'ny tokantrano ihany no vokarina any amin'ny toeram-pambolena na takalon'ny fiaraha-monina. Mbola vidiana any ivelany ny ankamaroan'ny sakafo.","1 - Seule une petite partie de la nourriture consommée par le ménage est produite sur la ferme ou échangée au sein de la communauté. La majorité de la nourriture est encore achetée à l'extérieur.","1 - Only a small portion of the food consumed by the household is produced on the farm or exchanged within the community. Most of the food is still purchased from outside."
"food-self-suff","1.5","1.5","1.5","1.5"
"food-self-suff","2","2 - Ny ampahany lehibe amin'ny sakafo lanin'ny tokantrano dia vokarina any amin'ny toeram-pambolena na takalon'ny fiaraha-monina, fa ny ankamaroan'ny sakafo dia mbola vidiana any ivelany.","2 - Une part significative de la nourriture consommée par le ménage est produite sur la ferme ou échangée au sein de la communauté, mais la majorité de la nourriture est encore achetée à l'extérieur.","2 - A significant portion of the food consumed by the household is produced on the farm or exchanged within the community, but the majority of the food is still purchased from outside."
"food-self-suff","2.5","2.5","2.5","2.5"
"food-self-suff","3","3 - Ny sakafo be lanin'ny tokantrano dia vokarina any amin'ny toeram-piompiana na takalo eo anivon'ny fiaraha-monina, ka mampihena ny fiankinan-doha amin'ny loharano ivelany. Ny sakafon'ny fianakaviana dia mihamitombo hatrany amin'ny vokatra ambolena ao an-trano, miantoka ny fahasamihafàna tsara sy ny sakafo mahavelona.","3 - Une quantité importante de la nourriture consommée par le ménage est auto - produite sur la ferme ou échangée au sein de la communauté, réduisant ainsi la dépendance aux sources externes . Le régime alimentaire de la famille est de plus en plus composé de produits cultivés à domicile, assurant une bonne diversité et une alimentation nutritive .","3 - A substantial amount of the food consumed by the household is self-produced on the farm or exchanged within the community, reducing the reliance on external sources. The family's diet is increasingly composed of homegrown food that ensures good levels of diversity and nutritious diet . "
"food-self-suff","3.5","3.5","3.5","3.5"
"food-self-suff","4","4 - Ny sakafo rehetra lanin'ny fianakaviana dia vokarina any amin'ny toeram-piompiana na takalo eo anivon'ny fiaraha-monina, ahafahan'ny karazan-tsakafo mahasalama, voalanjalanja ary mahavelona ho an'ny mpianakavy rehetra.","4 - Toute la nourriture consommée par la famille est auto - produite sur la ferme ou échangée au sein de la communauté, permettant une diversité d'aliments sains, équilibrés et nutritifs pour tous les membres de la famille.","4 - All the food consumed by the family is self - produced within the farm or exchanged within the community, allowing for a diversity of healthy, balanced, and nutritious diet to all the members of the family ."
"food-heritage","0","0 - Tsy misy fampiasana ny karazany eo an-toerana, ny masomboly nentim-paharazana (sy ny karazana), ary ny fahalalana nentim-paharazana amin'ny fikarakarana sakafo. Tsy misy vakoka sakafo eo an-toerana na nentim-paharazana. Aucune utilisation de variétés locales, de semences (et races) traditionnelles, et de connaissances traditionnelles pour la préparation des aliments. Aucun héritage alimentaire local ou traditionnel.","0 - Aucune utilisation de variétés locales, de semences (et races) traditionnelles, et de connaissances traditionnelles pour la préparation des aliments. Aucun héritage alimentaire local ou traditionnel.","0 - No use of local varieties, no traditional seeds (and breeds), and no traditional knowledge for food preparation. No local or traditional food heritage."
"food-heritage","0.5","0.5","0.5","0.5"
"food-heritage","1","1 - Fampiasana voafetra ny karazany eo an-toerana, ny masomboly (sy ny karazany), ary ny fahalalana nentim-paharazana amin'ny fikarakarana sakafo. Misy lafin-javatra sasany amin'ny vakoka ara-tsakafo eo an-toerana na nentim-paharazana dia ekena fa tsy raisina tanteraka. Utilisation limitée de variétés locales, de semences (et races) traditionnelles, et de connaissances traditionnelles pour la préparation des aliments. Certains aspects de l'héritage alimentaire local ou traditionnel sont reconnus mais pas pleinement adoptés.","1 - Utilisation limitée de variétés locales, de semences (et races) traditionnelles, et de connaissances traditionnelles pour la préparation des aliments. Certains aspects de l'héritage alimentaire local ou traditionnel sont reconnus mais pas pleinement adoptés.","1 - Limited use of local varieties, traditional seeds (and breeds), and traditional knowledge for food preparation. Some aspects of local or traditional food heritage are acknowledged but not fully embraced."
"food-heritage","1.5","1.5","1.5","1.5"
"food-heritage","2","2 - Samy ampiasaina amin'ny fihinanana sakafo ny karazany eto an-toerana sy avy any ivelany/idirana ary koa ny masomboly (sy ny karazana). Misy ny fahalalana sy fomba fanao nentim-paharazana amin'ny fikarakarana sakafo, saingy misy ny ezaka hitahiry sy hampiroborobo ny vakoka ara-tsakafo eo an-toerana sy mahazatra.","2 - À la fois des variétés locales et des variétés exotiques/introduites ainsi que des semences (et races) traditionnelles sont utilisées pour la consommation alimentaire. Certaines connaissances et pratiques traditionnelles pour la préparation des aliments sont présentes, mais il y a des efforts à faire pour préserver et promouvoir l'héritage alimentaire local et traditionnel.","2 - Both local and exotic/introduced varieties and traditional seeds (and breeds) are used for food consumption. Some traditional knowledge and practices for food preparation are present, but there is room for improvement in preserving and promoting the local and traditional food heritage."
"food-heritage","2.5","2.5","2.5","2.5"
"food-heritage","3","3 - Ny ampahany manan-danja amin'ny sakafo lanina dia avy amin'ny karazany eo an-toerana sy ny voa (ary ny karazany). Ny fahalalana sy fomba fanao nentim-paharazana momba ny fikarakarana sakafo dia ampiharina bebe kokoa sy ampidirina amin'ny fiainana andavanandro, manampy amin'ny fanamafisana ny fahatsapana ny lova ara-tsakafo eo an-toerana sy nentim-paharazana, ary mampiroborobo ny haavon'ny fahasamihafana sy ny sakafo.","3 - Une partie significative de la nourriture consommée provient de variétés locales et de semences (et races) traditionnelles. Les connaissances et pratiques traditionnelles pour la préparation des aliments sont davantage mises en œuvre et intégrées dans la vie quotidienne, contribuant à renforcer le sentiment d'héritage alimentaire local et traditionnel, et favorisant de bons niveaux de diversité et de nutrition.","3 - A significant portion of the food consumed comes from local varieties and traditional seeds (and breeds). Traditional knowledge and practices for food preparation are more extensively implemented and integrated into daily life, contributing to a stronger sense of local and traditional food heritage, contributing to good levels of diversity and nutrition."
"food-heritage","3.5","3.5","3.5","3.5"
"food-heritage","4","4 - Maromaro ny karazany eto an-toerana sy ny masomboly nentim-paharazana (ary ny karazany) no vokarina sy lanina","4 - Plusieurs variétés locales et semences (et races) traditionnelles sont produites et consommées. Les connaissances et pratiques traditionnelles pour la préparation des aliments sont identifiées, appliquées et reconnues dans des cadres officiels et/ou des événements spécifiques. l'identité locale ou traditionnelle est fortement ressentie et protégée, avec un grand respect pour l'héritage alimentaire traditionnel, contribuant à un régime alimentaire diversifié, sain, équilibré et nutritif pour tous les membres de la famille.","4 - A number of local varieties and traditional seeds (and breeds) are produced and consumed. Traditional knowledge and practices for food preparation are identified, applied, and recognized in official frameworks and/or specific events. Local or traditional identity is strongly felt and protected, with high respect for traditional food heritage, contributing to a diverse, healthy, balanced, and nutritious diet for all the members of the family."
"seeds_breeds","0","0 - Vidiana eny an-tsena avokoa ny voa sy/na ny harena voajanahary avy amin'ny biby (ohatra ny akoho, ny zanak'omby, ny akofa).  Toutes les graines et/ou les ressources génétiques animales (par ex. poussins, jeunes animaux, paillettes) sont achetées sur le marché.","0 - Toutes les graines et/ou les ressources génétiques animales (par ex. poussins, jeunes animaux, paillettes) sont achetées sur le marché.","0 - All seeds and/or animal genetic resources (e.g. chicks, young animals, semen) are purchased from the market."
"seeds_breeds","0.5","0.5","0.5","0.5"
"seeds_breeds","1","1 - Mihoatra ny 80% amin'ny voan'ny biby / loharanon-karena no vidiana eny an-tsena.","1 - Plus de 80% des graines/ressources génétiques animales sont achetées sur le marché.","1 - More than 80% of seeds/animal genetic resources are purchased from the market."
"seeds_breeds","1.5","1.5","1.5","1.5"
"seeds_breeds","2","2 - Ny antsasany eo ho eo amin'ny masomboly dia amboarina na takalo, ny antsasany dia vidiana eny an-tsena. Manodidina ny antsasaky ny fananahana biby no karakaraina miaraka amin'ny toeram-pambolena manodidina, ny ambiny dia avy amin'ny tsena.","2 - Environ la moitié des graines sont autoproduites ou échangées, l'autre moitié est achetée au marché. Environ la moité dela reproduction des animaux est organisée avec les fermes voisines, le reste provient du marché.","2 - About half of the seeds are self-produced or exchanged, the other half is purchased from the market. About half of the breeding is done with neighbouring farms."
"seeds_breeds","2.5","2.5","2.5","2.5"
"seeds_breeds","3","3 - Ny ankabeazan'ny voa / loharanon-karena avy amin'ny biby dia novokarina na natakalo. Misy voa manokana no vidiana eny an-tsena.","3 - La majorité des graines/ressources génétiques animales sont autoproduites ou échangées. Certaines graines spécifiques sont achetées sur le marché.","3 - The majority of seeds/animal genetic resources are self-produced or exchanged. Some specific seeds are purchased from the market."
"seeds_breeds","3.5","3.5","3.5","3.5"
"seeds_breeds","4","4 - Ny masomboly rehetra/ny harena voajanahary avy amin'ny biby dia mamokatra ho azy, mifanakalo amin'ny mpamboly hafa na mitantana miaraka, miantoka ny fanavaozana sy ny fahasamihafana ampy.","4 - Toutes les graines/ressources génétiques animales sont autoproduites, échangées avec d'autres agriculteurs ou gérées collectivement, assurant suffisamment de renouvellement et de diversité.","4 - All seeds/animal genetic resources are self-produced, exchanged with other farmers or managed collectively, ensuring enough renewal and diversity."
